   1,    1, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_001.png', cX= 208, cY= 769, Frame=   159
   1,    2, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_002.png', cX= 258, cY= 770, Frame=   160
   1,    3, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_003.png', cX= 305, cY= 770, Frame=   161
   1,    4, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_004.png', cX= 351, cY= 771, Frame=   162
   1,    5, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_005.png', cX= 397, cY= 771, Frame=   163
   1,    6, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_006.png', cX= 442, cY= 770, Frame=   164
   1,    7, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_007.png', cX= 487, cY= 769, Frame=   165
   1,    8, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_008.png', cX= 533, cY= 768, Frame=   166
   1,    9, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_009.png', cX= 578, cY= 768, Frame=   167
   1,   10, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_010.png', cX= 622, cY= 768, Frame=   168
   1,   11, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_011.png', cX= 666, cY= 769, Frame=   169
   1,   12, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_012.png', cX= 711, cY= 768, Frame=   170
   1,   13, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_013.png', cX= 755, cY= 767, Frame=   171
   1,   14, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_014.png', cX= 799, cY= 766, Frame=   172
   1,   15, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_015.png', cX= 842, cY= 766, Frame=   173
   1,   16, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_016.png', cX= 887, cY= 766, Frame=   174
   1,   17, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_017.png', cX= 931, cY= 766, Frame=   175
   1,   18, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_018.png', cX= 974, cY= 765, Frame=   176
   1,   19, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_019.png', cX=1017, cY= 765, Frame=   177
   1,   20, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_020.png', cX=1060, cY= 766, Frame=   178
   1,   21, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_021.png', cX=1100, cY= 765, Frame=   179
   1,   22, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_022.png', cX=1143, cY= 764, Frame=   180
   1,   23, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_023.png', cX=1186, cY= 765, Frame=   181
   1,   24, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_024.png', cX=1229, cY= 764, Frame=   182
   1,   25, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_025.png', cX=1271, cY= 764, Frame=   183
   1,   26, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_026.png', cX=1313, cY= 764, Frame=   184
   1,   27, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_027.png', cX=1355, cY= 763, Frame=   185
   1,   28, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_028.png', cX=1398, cY= 763, Frame=   186
   1,   29, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_029.png', cX=1440, cY= 763, Frame=   187
   1,   30, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_030.png', cX=1482, cY= 763, Frame=   188
   1,   31, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_031.png', cX=1526, cY= 763, Frame=   189
   1,   32, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_032.png', cX=1565, cY= 762, Frame=   190
   1,   33, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_033.png', cX=1608, cY= 763, Frame=   191
   1,   34, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_034.png', cX=1647, cY= 762, Frame=   192
   1,   35, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_035.png', cX=1688, cY= 761, Frame=   193
   1,   36, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_036.png', cX=1729, cY= 761, Frame=   194
   1,   37, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_037.png', cX=1770, cY= 762, Frame=   195
   1,   38, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_038.png', cX=1810, cY= 761, Frame=   196
   1,   39, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_039.png', cX=1851, cY= 760, Frame=   197
   1,   40, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_040.png', cX=1892, cY= 759, Frame=   198
   1,   41, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_041.png', cX=1933, cY= 759, Frame=   199
   1,   42, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_042.png', cX=1976, cY= 758, Frame=   200
   1,   43, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_043.png', cX=2017, cY= 758, Frame=   201
   1,   44, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_044.png', cX=2058, cY= 758, Frame=   202
   1,   45, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_045.png', cX=2098, cY= 757, Frame=   203
   1,   46, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_046.png', cX=2141, cY= 757, Frame=   204
   1,   47, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_047.png', cX=2183, cY= 756, Frame=   205
   1,   48, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_048.png', cX=2223, cY= 755, Frame=   206
   1,   49, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_049.png', cX=2263, cY= 754, Frame=   207
   1,   50, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_050.png', cX=2304, cY= 752, Frame=   208
   1,   51, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_051.png', cX=2344, cY= 752, Frame=   209
   1,   52, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_052.png', cX=2385, cY= 752, Frame=   210
   1,   53, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_053.png', cX=2426, cY= 755, Frame=   211
   1,   54, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_054.png', cX=2466, cY= 751, Frame=   212
   1,   55, '..\VideoTestCases\1-3-25 Ostracod Runs Image 9\Images_001\Object_001\Image_055.png', cX=2506, cY= 751, Frame=   213
